country_code,year_data,incgroup_historical,fcv,ssa_subregion_code,year,income_group,income_group_code
TUN,2015,Lower middle income,No,,2015,Lower middle income,LMIC
TUN,2017,Lower middle income,No,,2017,Lower middle income,LMIC
TUN,2016,Lower middle income,No,,2016,Lower middle income,LMIC
TUN,2012,Upper middle income,No,,2012,Upper middle income,UMIC
TUN,2004,Lower middle income,No,,2004,Lower middle income,LMIC
TUN,1987,Lower middle income,,,1987,Lower middle income,LMIC
TUN,1999,Lower middle income,No,,1999,Lower middle income,LMIC
TUN,1998,Lower middle income,No,,1998,Lower middle income,LMIC
TUN,2011,Upper middle income,No,,2011,Upper middle income,UMIC
TUN,2001,Lower middle income,No,,2001,Lower middle income,LMIC
TUN,2007,Lower middle income,No,,2007,Lower middle income,LMIC
TUN,2008,Lower middle income,No,,2008,Lower middle income,LMIC
TUN,2009,Lower middle income,No,,2009,Lower middle income,LMIC
TUN,1997,Lower middle income,,,1997,Lower middle income,LMIC
TUN,1995,Lower middle income,,,1995,Lower middle income,LMIC
TUN,2005,Lower middle income,No,,2005,Lower middle income,LMIC
TUN,1991,Lower middle income,,,1991,Lower middle income,LMIC
TUN,1996,Lower middle income,,,1996,Lower middle income,LMIC
TUN,2022,Lower middle income,No,,2022,Lower middle income,LMIC
TUN,1992,Lower middle income,,,1992,Lower middle income,LMIC
TUN,1988,Lower middle income,,,1988,Lower middle income,LMIC
TUN,2020,Lower middle income,No,,2020,Lower middle income,LMIC
TUN,2018,Lower middle income,No,,2018,Lower middle income,LMIC
TUN,2000,Lower middle income,No,,2000,Lower middle income,LMIC
TUN,2023,Lower middle income,No,,2023,Lower middle income,LMIC
TUN,2014,Upper middle income,No,,2014,Upper middle income,UMIC
TUN,1989,Lower middle income,,,1989,Lower middle income,LMIC
TUN,1994,Lower middle income,,,1994,Lower middle income,LMIC
TUR,2022,Upper middle income,No,,2022,Upper middle income,UMIC
TUR,2001,Lower middle income,No,,2001,Lower middle income,LMIC
TUR,1987,Lower middle income,,,1987,Lower middle income,LMIC
TUR,2015,Upper middle income,No,,2015,Upper middle income,UMIC
TUR,2016,Upper middle income,No,,2016,Upper middle income,UMIC
TUR,2010,Upper middle income,No,,2010,Upper middle income,UMIC
TUR,2002,Lower middle income,No,,2002,Lower middle income,LMIC
TUR,1992,Lower middle income,,,1992,Lower middle income,LMIC
TUR,1988,Lower middle income,,,1988,Lower middle income,LMIC
TUR,1990,Lower middle income,,,1990,Lower middle income,LMIC
TUR,2004,Upper middle income,No,,2004,Upper middle income,UMIC
TUR,1999,Lower middle income,No,,1999,Lower middle income,LMIC
TUR,1996,Lower middle income,,,1996,Lower middle income,LMIC
TUR,2006,Upper middle income,No,,2006,Upper middle income,UMIC
TUR,1998,Upper middle income,No,,1998,Upper middle income,UMIC
TUR,2024,Upper middle income,No,,2024,Upper middle income,UMIC
TUR,1993,Lower middle income,,,1993,Lower middle income,LMIC
TUR,2011,Upper middle income,No,,2011,Upper middle income,UMIC
TUR,1991,Lower middle income,,,1991,Lower middle income,LMIC
TUR,1997,Upper middle income,,,1997,Upper middle income,UMIC
TUR,2007,Upper middle income,No,,2007,Upper middle income,UMIC
TUR,2012,Upper middle income,No,,2012,Upper middle income,UMIC
TUR,2021,Upper middle income,No,,2021,Upper middle income,UMIC
TUR,2018,Upper middle income,No,,2018,Upper middle income,UMIC
TUR,2017,Upper middle income,No,,2017,Upper middle income,UMIC
TUR,1994,Lower middle income,,,1994,Lower middle income,LMIC
TUR,2000,Upper middle income,No,,2000,Upper middle income,UMIC
TUR,2020,Upper middle income,No,,2020,Upper middle income,UMIC
TUR,1989,Lower middle income,,,1989,Lower middle income,LMIC
TUR,2019,Upper middle income,No,,2019,Upper middle income,UMIC
TUR,2008,Upper middle income,No,,2008,Upper middle income,UMIC
TUR,1995,Lower middle income,,,1995,Lower middle income,LMIC
TUR,2013,Upper middle income,No,,2013,Upper middle income,UMIC
TUR,2005,Upper middle income,No,,2005,Upper middle income,UMIC
TUR,2023,Upper middle income,No,,2023,Upper middle income,UMIC
TUR,2014,Upper middle income,No,,2014,Upper middle income,UMIC
TUR,2003,Lower middle income,No,,2003,Lower middle income,LMIC
TUR,2009,Upper middle income,No,,2009,Upper middle income,UMIC
TUV,1988,Lower middle income,,,1988,Lower middle income,LMIC
TUV,2015,Upper middle income,Yes,,2015,Upper middle income,UMIC
TUV,2009,Lower middle income,No,,2009,Lower middle income,LMIC
TUV,1997,Lower middle income,,,1997,Lower middle income,LMIC
