country_code,year_data,incgroup_historical,fcv,ssa_subregion_code,year,income_group,income_group_code
DJI,1988,Lower middle income,,,1988,Lower middle income,LMIC
DJI,2024,Lower middle income,No,,2024,Lower middle income,LMIC
DJI,2022,Lower middle income,No,,2022,Lower middle income,LMIC
DJI,2021,Lower middle income,No,,2021,Lower middle income,LMIC
DJI,1994,Lower middle income,,,1994,Lower middle income,LMIC
DJI,2005,Lower middle income,Yes,,2005,Lower middle income,LMIC
DJI,1998,Lower middle income,Yes,,1998,Lower middle income,LMIC
DJI,2003,Lower middle income,No,,2003,Lower middle income,LMIC
DJI,2015,Lower middle income,Yes,,2015,Lower middle income,LMIC
DJI,2014,Lower middle income,No,,2014,Lower middle income,LMIC
DJI,2023,Lower middle income,No,,2023,Lower middle income,LMIC
DJI,2017,Lower middle income,Yes,,2017,Lower middle income,LMIC
DJI,1989,Lower middle income,,,1989,Lower middle income,LMIC
DJI,1992,Lower middle income,,,1992,Lower middle income,LMIC
DJI,2013,Lower middle income,No,,2013,Lower middle income,LMIC
DJI,2008,Lower middle income,Yes,,2008,Lower middle income,LMIC
DJI,2011,Lower middle income,No,,2011,Lower middle income,LMIC
DJI,1997,Lower middle income,,,1997,Lower middle income,LMIC
DMA,2001,Upper middle income,No,,2001,Upper middle income,UMIC
DMA,1987,Lower middle income,,,1987,Lower middle income,LMIC
DMA,2021,Upper middle income,No,,2021,Upper middle income,UMIC
DMA,2024,Upper middle income,No,,2024,Upper middle income,UMIC
DMA,2016,Upper middle income,No,,2016,Upper middle income,UMIC
DMA,2002,Upper middle income,No,,2002,Upper middle income,UMIC
DMA,1990,Lower middle income,,,1990,Lower middle income,LMIC
DMA,2004,Upper middle income,No,,2004,Upper middle income,UMIC
DMA,1993,Lower middle income,,,1993,Lower middle income,LMIC
DMA,2008,Upper middle income,No,,2008,Upper middle income,UMIC
DMA,2020,Upper middle income,No,,2020,Upper middle income,UMIC
DMA,2017,Upper middle income,No,,2017,Upper middle income,UMIC
DMA,1995,Lower middle income,,,1995,Lower middle income,LMIC
DMA,2006,Upper middle income,No,,2006,Upper middle income,UMIC
DMA,2011,Upper middle income,No,,2011,Upper middle income,UMIC
DMA,2012,Upper middle income,No,,2012,Upper middle income,UMIC
DMA,1997,Lower middle income,,,1997,Lower middle income,LMIC
DMA,1996,Lower middle income,,,1996,Lower middle income,LMIC
DMA,1994,Lower middle income,,,1994,Lower middle income,LMIC
DMA,2007,Upper middle income,No,,2007,Upper middle income,UMIC
DMA,2015,Upper middle income,No,,2015,Upper middle income,UMIC
DMA,2010,Upper middle income,No,,2010,Upper middle income,UMIC
DMA,1992,Lower middle income,,,1992,Lower middle income,LMIC
DMA,1998,Lower middle income,Yes,,1998,Lower middle income,LMIC
DMA,2013,Upper middle income,No,,2013,Upper middle income,UMIC
DMA,2005,Upper middle income,No,,2005,Upper middle income,UMIC
DMA,2003,Upper middle income,No,,2003,Upper middle income,UMIC
DMA,2000,Upper middle income,No,,2000,Upper middle income,UMIC
DMA,2009,Upper middle income,No,,2009,Upper middle income,UMIC
DMA,2018,Upper middle income,No,,2018,Upper middle income,UMIC
DMA,1988,Lower middle income,,,1988,Lower middle income,LMIC
DMA,1989,Lower middle income,,,1989,Lower middle income,LMIC
DMA,2023,Upper middle income,No,,2023,Upper middle income,UMIC
DMA,2022,Upper middle income,No,,2022,Upper middle income,UMIC
DMA,2014,Upper middle income,No,,2014,Upper middle income,UMIC
DMA,1999,Upper middle income,Yes,,1999,Upper middle income,UMIC
DMA,2019,Upper middle income,No,,2019,Upper middle income,UMIC
DMA,1991,Lower middle income,,,1991,Lower middle income,LMIC
DNK,1992,High income,,,1992,High income,HIC
DNK,1996,High income,,,1996,High income,HIC
DNK,2013,High income,No,,2013,High income,HIC
DNK,1993,High income,,,1993,High income,HIC
DNK,1989,High income,,,1989,High income,HIC
DNK,2021,High income,No,,2021,High income,HIC
DNK,1998,High income,No,,1998,High income,HIC
DNK,2011,High income,No,,2011,High income,HIC
DNK,2007,High income,No,,2007,High income,HIC
DNK,1997,High income,,,1997,High income,HIC
DNK,1988,High income,,,1988,High income,HIC
DNK,2002,High income,No,,2002,High income,HIC
DNK,2024,High income,No,,2024,High income,HIC
DNK,1995,High income,,,1995,High income,HIC
DNK,2018,High income,No,,2018,High income,HIC
DNK,2017,High income,No,,2017,High income,HIC
DNK,2006,High income,No,,2006,High income,HIC
DNK,2009,High income,No,,2009,High income,HIC
DNK,2020,High income,No,,2020,High income,HIC
DNK,2004,High income,No,,2004,High income,HIC
DNK,1994,High income,,,1994,High income,HIC
DNK,2023,High income,No,,2023,High income,HIC
DNK,2001,High income,No,,2001,High income,HIC
DNK,2015,High income,No,,2015,High income,HIC
DNK,2000,High income,No,,2000,High income,HIC
DNK,2016,High income,No,,2016,High income,HIC
DNK,2010,High income,No,,2010,High income,HIC
DNK,2005,High income,No,,2005,High income,HIC
DNK,1990,High income,,,1990,High income,HIC
DNK,2008,High income,No,,2008,High income,HIC
DNK,2022,High income,No,,2022,High income,HIC
DNK,2003,High income,No,,2003,High income,HIC
DNK,2012,High income,No,,2012,High income,HIC
DNK,1987,High income,,,1987,High income,HIC
DNK,1991,High income,,,1991,High income,HIC
DNK,2019,High income,No,,2019,High income,HIC
DNK,1999,High income,No,,1999,High income,HIC
DNK,2014,High income,No,,2014,High income,HIC
DOM,1991,Lower middle income,,,1991,Lower middle income,LMIC
DOM,1987,Lower middle income,,,1987,Lower middle income,LMIC
DOM,2015,Upper middle income,No,,2015,Upper middle income,UMIC
DOM,1999,Lower middle income,No,,1999,Lower middle income,LMIC
DOM,2003,Lower middle income,No,,2003,Lower middle income,LMIC
DOM,2011,Upper middle income,No,,2011,Upper middle income,UMIC
DOM,1995,Lower middle income,,,1995,Lower middle income,LMIC
DOM,2009,Upper middle income,No,,2009,Upper middle income,UMIC
DOM,2002,Lower middle income,No,,2002,Lower middle income,LMIC
DOM,1998,Lower middle income,No,,1998,Lower middle income,LMIC
DOM,2018,Upper middle income,No,,2018,Upper middle income,UMIC
DOM,2007,Lower middle income,No,,2007,Lower middle income,LMIC
DOM,2000,Lower middle income,No,,2000,Lower middle income,LMIC
DOM,2010,Upper middle income,No,,2010,Upper middle income,UMIC
DOM,1997,Lower middle income,,,1997,Lower middle income,LMIC
DOM,2024,Upper middle income,No,,2024,Upper middle income,UMIC
DOM,2023,Upper middle income,No,,2023,Upper middle income,UMIC
DOM,2021,Upper middle income,No,,2021,Upper middle income,UMIC
DOM,1996,Lower middle income,,,1996,Lower middle income,LMIC
DOM,2016,Upper middle income,No,,2016,Upper middle income,UMIC
DOM,2006,Lower middle income,No,,2006,Lower middle income,LMIC
DOM,1993,Lower middle income,,,1993,Lower middle income,LMIC
DOM,2001,Lower middle income,No,,2001,Lower middle income,LMIC
DOM,2004,Lower middle income,No,,2004,Lower middle income,LMIC
DOM,1988,Lower middle income,,,1988,Lower middle income,LMIC
DOM,2014,Upper middle income,No,,2014,Upper middle income,UMIC
DOM,2013,Upper middle income,No,,2013,Upper middle income,UMIC
DOM,2017,Upper middle income,No,,2017,Upper middle income,UMIC
DOM,2022,Upper middle income,No,,2022,Upper middle income,UMIC
DOM,1989,Lower middle income,,,1989,Lower middle income,LMIC
DOM,2008,Upper middle income,No,,2008,Upper middle income,UMIC
DOM,2005,Lower middle income,No,,2005,Lower middle income,LMIC
DOM,1992,Lower middle income,,,1992,Lower middle income,LMIC
DOM,2020,Upper middle income,No,,2020,Upper middle income,UMIC
DOM,2012,Upper middle income,No,,2012,Upper middle income,UMIC
DOM,1994,Lower middle income,,,1994,Lower middle income,LMIC
DOM,1990,Lower middle income,,,1990,Lower middle income,LMIC
DOM,2019,Upper middle income,No,,2019,Upper middle income,UMIC
DZA,1999,Lower middle income,No,,1999,Lower middle income,LMIC
DZA,2013,Upper middle income,No,,2013,Upper middle income,UMIC
DZA,2012,Upper middle income,No,,2012,Upper middle income,UMIC
DZA,1987,Upper middle income,,,1987,Upper middle income,UMIC
DZA,1997,Lower middle income,,,1997,Lower middle income,LMIC
DZA,2018,Upper middle income,No,,2018,Upper middle income,UMIC
DZA,1990,Lower middle income,,,1990,Lower middle income,LMIC
DZA,1994,Lower middle income,,,1994,Lower middle income,LMIC
DZA,2011,Upper middle income,No,,2011,Upper middle income,UMIC
DZA,2022,Lower middle income,No,,2022,Lower middle income,LMIC
DZA,2002,Lower middle income,No,,2002,Lower middle income,LMIC
DZA,2007,Lower middle income,No,,2007,Lower middle income,LMIC
DZA,2014,Upper middle income,No,,2014,Upper middle income,UMIC
DZA,2008,Upper middle income,No,,2008,Upper middle income,UMIC
DZA,2024,Upper middle income,No,,2024,Upper middle income,UMIC
DZA,2016,Upper middle income,No,,2016,Upper middle income,UMIC
DZA,2001,Lower middle income,No,,2001,Lower middle income,LMIC
DZA,1998,Lower middle income,No,,1998,Lower middle income,LMIC
DZA,2004,Lower middle income,No,,2004,Lower middle income,LMIC
DZA,1993,Lower middle income,,,1993,Lower middle income,LMIC
DZA,1988,Upper middle income,,,1988,Upper middle income,UMIC
DZA,1989,Lower middle income,,,1989,Lower middle income,LMIC
DZA,2005,Lower middle income,No,,2005,Lower middle income,LMIC
DZA,2006,Lower middle income,No,,2006,Lower middle income,LMIC
DZA,1996,Lower middle income,,,1996,Lower middle income,LMIC
DZA,2023,Upper middle income,No,,2023,Upper middle income,UMIC
DZA,2019,Lower middle income,No,,2019,Lower middle income,LMIC
DZA,2010,Upper middle income,No,,2010,Upper middle income,UMIC
DZA,2021,Lower middle income,No,,2021,Lower middle income,LMIC
DZA,1995,Lower middle income,,,1995,Lower middle income,LMIC
DZA,2015,Upper middle income,No,,2015,Upper middle income,UMIC
DZA,2020,Lower middle income,No,,2020,Lower middle income,LMIC
DZA,2000,Lower middle income,No,,2000,Lower middle income,LMIC
DZA,2017,Upper middle income,No,,2017,Upper middle income,UMIC
DZA,1992,Lower middle income,,,1992,Lower middle income,LMIC
DZA,2003,Lower middle income,No,,2003,Lower middle income,LMIC
DZA,2009,Upper middle income,No,,2009,Upper middle income,UMIC
DZA,1991,Lower middle income,,,1991,Lower middle income,LMIC
ECU,1992,Lower middle income,,,1992,Lower middle income,LMIC
ECU,1987,Lower middle income,,,1987,Lower middle income,LMIC
ECU,2011,Upper middle income,No,,2011,Upper middle income,UMIC
ECU,2000,Lower middle income,No,,2000,Lower middle income,LMIC
ECU,2018,Upper middle income,No,,2018,Upper middle income,UMIC
ECU,1995,Lower middle income,,,1995,Lower middle income,LMIC
ECU,2005,Lower middle income,No,,2005,Lower middle income,LMIC
ECU,2003,Lower middle income,No,,2003,Lower middle income,LMIC
ECU,1999,Lower middle income,No,,1999,Lower middle income,LMIC
ECU,2020,Upper middle income,No,,2020,Upper middle income,UMIC
ECU,2022,Upper middle income,No,,2022,Upper middle income,UMIC
ECU,2012,Upper middle income,No,,2012,Upper middle income,UMIC
ECU,1991,Lower middle income,,,1991,Lower middle income,LMIC
ECU,2015,Upper middle income,No,,2015,Upper middle income,UMIC
ECU,1989,Lower middle income,,,1989,Lower middle income,LMIC
ECU,2023,Upper middle income,No,,2023,Upper middle income,UMIC
ECU,2019,Upper middle income,No,,2019,Upper middle income,UMIC
ECU,1988,Lower middle income,,,1988,Lower middle income,LMIC
ECU,1997,Lower middle income,,,1997,Lower middle income,LMIC
ECU,2001,Lower middle income,No,,2001,Lower middle income,LMIC
ECU,2004,Lower middle income,No,,2004,Lower middle income,LMIC
ECU,1996,Lower middle income,,,1996,Lower middle income,LMIC
ECU,1998,Lower middle income,No,,1998,Lower middle income,LMIC
ECU,2014,Upper middle income,No,,2014,Upper middle income,UMIC
ECU,2007,Lower middle income,No,,2007,Lower middle income,LMIC
ECU,2017,Upper middle income,No,,2017,Upper middle income,UMIC
ECU,2021,Upper middle income,No,,2021,Upper middle income,UMIC
ECU,2002,Lower middle income,No,,2002,Lower middle income,LMIC
ECU,1990,Lower middle income,,,1990,Lower middle income,LMIC
ECU,2016,Upper middle income,No,,2016,Upper middle income,UMIC
ECU,1993,Lower middle income,,,1993,Lower middle income,LMIC
ECU,2008,Lower middle income,No,,2008,Lower middle income,LMIC
ECU,2006,Lower middle income,No,,2006,Lower middle income,LMIC
ECU,2024,Upper middle income,No,,2024,Upper middle income,UMIC
ECU,2009,Lower middle income,No,,2009,Lower middle income,LMIC
ECU,1994,Lower middle income,,,1994,Lower middle income,LMIC
ECU,2010,Upper middle income,No,,2010,Upper middle income,UMIC
ECU,2013,Upper middle income,No,,2013,Upper middle income,UMIC
EGY,1995,Lower middle income,,,1995,Lower middle income,LMIC
EGY,2004,Lower middle income,No,,2004,Lower middle income,LMIC
EGY,2020,Lower middle income,No,,2020,Lower middle income,LMIC
EGY,1987,Lower middle income,,,1987,Lower middle income,LMIC
EGY,2000,Lower middle income,No,,2000,Lower middle income,LMIC
EGY,2014,Lower middle income,No,,2014,Lower middle income,LMIC
EGY,2006,Lower middle income,No,,2006,Lower middle income,LMIC
EGY,1996,Lower middle income,,,1996,Lower middle income,LMIC
EGY,2018,Lower middle income,No,,2018,Lower middle income,LMIC
EGY,2003,Lower middle income,No,,2003,Lower middle income,LMIC
EGY,2001,Lower middle income,No,,2001,Lower middle income,LMIC
EGY,1998,Lower middle income,No,,1998,Lower middle income,LMIC
EGY,1988,Lower middle income,,,1988,Lower middle income,LMIC
EGY,2009,Lower middle income,No,,2009,Lower middle income,LMIC
EGY,2017,Lower middle income,No,,2017,Lower middle income,LMIC
EGY,2005,Lower middle income,No,,2005,Lower middle income,LMIC
EGY,2010,Lower middle income,No,,2010,Lower middle income,LMIC
EGY,2016,Lower middle income,No,,2016,Lower middle income,LMIC
EGY,2011,Lower middle income,No,,2011,Lower middle income,LMIC
EGY,2022,Lower middle income,No,,2022,Lower middle income,LMIC
EGY,1993,Low income,,,1993,Low income,LIC
EGY,1999,Lower middle income,No,,1999,Lower middle income,LMIC
EGY,2013,Lower middle income,No,,2013,Lower middle income,LMIC
EGY,2019,Lower middle income,No,,2019,Lower middle income,LMIC
EGY,1991,Low income,,,1991,Low income,LIC
EGY,2023,Lower middle income,No,,2023,Lower middle income,LMIC
EGY,1994,Low income,,,1994,Low income,LIC
EGY,1997,Lower middle income,,,1997,Lower middle income,LMIC
EGY,2021,Lower middle income,No,,2021,Lower middle income,LMIC
EGY,2002,Lower middle income,No,,2002,Lower middle income,LMIC
EGY,1989,Lower middle income,,,1989,Lower middle income,LMIC
EGY,2007,Lower middle income,No,,2007,Lower middle income,LMIC
EGY,1990,Low income,,,1990,Low income,LIC
EGY,2012,Lower middle income,No,,2012,Lower middle income,LMIC
EGY,2008,Lower middle income,No,,2008,Lower middle income,LMIC
EGY,2024,Lower middle income,No,,2024,Lower middle income,LMIC
EGY,1992,Low income,,,1992,Low income,LIC
EGY,2015,Lower middle income,No,,2015,Lower middle income,LMIC
ERI,2002,Low income,Yes,Eastern and Southern Africa,2002,Low income,LIC
ERI,1988,Low income,,Eastern and Southern Africa,1988,Low income,LIC
ERI,2023,Low income,Yes,Eastern and Southern Africa,2023,Low income,LIC
ERI,2022,Low income,Yes,Eastern and Southern Africa,2022,Low income,LIC
ERI,2012,Low income,Yes,Eastern and Southern Africa,2012,Low income,LIC
ERI,2010,Low income,Yes,Eastern and Southern Africa,2010,Low income,LIC
ERI,1996,Low income,,Eastern and Southern Africa,1996,Low income,LIC
ERI,1997,Low income,,Eastern and Southern Africa,1997,Low income,LIC
ERI,2014,Low income,Yes,Eastern and Southern Africa,2014,Low income,LIC
ERI,2013,Low income,Yes,Eastern and Southern Africa,2013,Low income,LIC
ERI,2001,Low income,Yes,Eastern and Southern Africa,2001,Low income,LIC
ERI,1995,Low income,,Eastern and Southern Africa,1995,Low income,LIC
ERI,2019,Low income,Yes,Eastern and Southern Africa,2019,Low income,LIC
ERI,2021,Low income,Yes,Eastern and Southern Africa,2021,Low income,LIC
ERI,2017,Low income,Yes,Eastern and Southern Africa,2017,Low income,LIC
ERI,2008,Low income,Yes,Eastern and Southern Africa,2008,Low income,LIC
ERI,2020,Low income,Yes,Eastern and Southern Africa,2020,Low income,LIC
ERI,2004,Low income,Yes,Eastern and Southern Africa,2004,Low income,LIC
ERI,2015,Low income,Yes,Eastern and Southern Africa,2015,Low income,LIC
ERI,1998,Low income,No,Eastern and Southern Africa,1998,Low income,LIC
ERI,1999,Low income,No,Eastern and Southern Africa,1999,Low income,LIC
ERI,2000,Low income,Yes,Eastern and Southern Africa,2000,Low income,LIC
ERI,2006,Low income,Yes,Eastern and Southern Africa,2006,Low income,LIC
ERI,2005,Low income,Yes,Eastern and Southern Africa,2005,Low income,LIC
ERI,2003,Low income,Yes,Eastern and Southern Africa,2003,Low income,LIC
ERI,1993,Low income,,Eastern and Southern Africa,1993,Low income,LIC
ERI,1989,Low income,,Eastern and Southern Africa,1989,Low income,LIC
ERI,2011,Low income,Yes,Eastern and Southern Africa,2011,Low income,LIC
ERI,2016,Low income,Yes,Eastern and Southern Africa,2016,Low income,LIC
ERI,2007,Low income,Yes,Eastern and Southern Africa,2007,Low income,LIC
ERI,2024,Low income,Yes,Eastern and Southern Africa,2024,Low income,LIC
ERI,1987,Low income,,Eastern and Southern Africa,1987,Low income,LIC
ERI,1990,Low income,,Eastern and Southern Africa,1990,Low income,LIC
ERI,2009,Low income,Yes,Eastern and Southern Africa,2009,Low income,LIC
ERI,1992,Low income,,Eastern and Southern Africa,1992,Low income,LIC
ERI,2018,Low income,Yes,Eastern and Southern Africa,2018,Low income,LIC
ERI,1991,Low income,,Eastern and Southern Africa,1991,Low income,LIC
ESP,2012,High income,No,,2012,High income,HIC
ESP,2016,High income,No,,2016,High income,HIC
ESP,2022,High income,No,,2022,High income,HIC
ESP,2008,High income,No,,2008,High income,HIC
ESP,1993,High income,,,1993,High income,HIC
ESP,1998,High income,No,,1998,High income,HIC
ESP,1997,High income,,,1997,High income,HIC
ESP,2020,High income,No,,2020,High income,HIC
ESP,2006,High income,No,,2006,High income,HIC
ESP,2002,High income,No,,2002,High income,HIC
ESP,2023,High income,No,,2023,High income,HIC
ESP,2014,High income,No,,2014,High income,HIC
ESP,1994,High income,,,1994,High income,HIC
ESP,2017,High income,No,,2017,High income,HIC
ESP,2010,High income,No,,2010,High income,HIC
ESP,1989,High income,,,1989,High income,HIC
ESP,2007,High income,No,,2007,High income,HIC
ESP,2019,High income,No,,2019,High income,HIC
ESP,1996,High income,,,1996,High income,HIC
ESP,2003,High income,No,,2003,High income,HIC
ESP,2000,High income,No,,2000,High income,HIC
ESP,2024,High income,No,,2024,High income,HIC
ESP,2021,High income,No,,2021,High income,HIC
ESP,1995,High income,,,1995,High income,HIC
ESP,2018,High income,No,,2018,High income,HIC
ESP,2005,High income,No,,2005,High income,HIC
ESP,1987,High income,,,1987,High income,HIC
ESP,1990,High income,,,1990,High income,HIC
ESP,2009,High income,No,,2009,High income,HIC
ESP,2015,High income,No,,2015,High income,HIC
ESP,1999,High income,No,,1999,High income,HIC
ESP,1988,High income,,,1988,High income,HIC
ESP,1991,High income,,,1991,High income,HIC
ESP,2001,High income,No,,2001,High income,HIC
ESP,2011,High income,No,,2011,High income,HIC
ESP,1992,High income,,,1992,High income,HIC
ESP,2004,High income,No,,2004,High income,HIC
ESP,2013,High income,No,,2013,High income,HIC
EST,2023,High income,No,,2023,High income,HIC
EST,1990,Upper middle income,,,1990,Upper middle income,UMIC
EST,1987,Upper middle income,,,1987,Upper middle income,UMIC
EST,2000,Upper middle income,No,,2000,Upper middle income,UMIC
EST,2001,Upper middle income,No,,2001,Upper middle income,UMIC
EST,1989,Upper middle income,,,1989,Upper middle income,UMIC
EST,2008,High income,No,,2008,High income,HIC
EST,1998,Upper middle income,No,,1998,Upper middle income,UMIC
EST,1997,Upper middle income,,,1997,Upper middle income,UMIC
EST,2015,High income,No,,2015,High income,HIC
EST,1995,Lower middle income,,,1995,Lower middle income,LMIC
EST,2020,High income,No,,2020,High income,HIC
EST,2019,High income,No,,2019,High income,HIC
EST,1999,Upper middle income,No,,1999,Upper middle income,UMIC
EST,1994,Lower middle income,,,1994,Lower middle income,LMIC
EST,2013,High income,No,,2013,High income,HIC
EST,2016,High income,No,,2016,High income,HIC
EST,2002,Upper middle income,No,,2002,Upper middle income,UMIC
EST,1993,Upper middle income,,,1993,Upper middle income,UMIC
EST,1988,Upper middle income,,,1988,Upper middle income,UMIC
EST,2021,High income,No,,2021,High income,HIC
EST,1991,Upper middle income,,,1991,Upper middle income,UMIC
EST,2022,High income,No,,2022,High income,HIC
EST,1996,Lower middle income,,,1996,Lower middle income,LMIC
EST,2014,High income,No,,2014,High income,HIC
EST,2009,High income,No,,2009,High income,HIC
EST,2011,High income,No,,2011,High income,HIC
EST,1992,Upper middle income,,,1992,Upper middle income,UMIC
EST,2007,High income,No,,2007,High income,HIC
EST,2005,Upper middle income,No,,2005,Upper middle income,UMIC
EST,2018,High income,No,,2018,High income,HIC
EST,2024,High income,No,,2024,High income,HIC
EST,2006,High income,No,,2006,High income,HIC
EST,2017,High income,No,,2017,High income,HIC
EST,2012,High income,No,,2012,High income,HIC
EST,2003,Upper middle income,No,,2003,Upper middle income,UMIC
EST,2010,High income,No,,2010,High income,HIC
EST,2004,Upper middle income,No,,2004,Upper middle income,UMIC
ETH,1999,Low income,No,Eastern and Southern Africa,1999,Low income,LIC
ETH,1989,Low income,,Eastern and Southern Africa,1989,Low income,LIC
ETH,1996,Low income,,Eastern and Southern Africa,1996,Low income,LIC
ETH,2000,Low income,No,Eastern and Southern Africa,2000,Low income,LIC
ETH,2020,Low income,Yes,Eastern and Southern Africa,2020,Low income,LIC
ETH,2005,Low income,No,Eastern and Southern Africa,2005,Low income,LIC
ETH,2014,Low income,No,Eastern and Southern Africa,2014,Low income,LIC
ETH,2010,Low income,No,Eastern and Southern Africa,2010,Low income,LIC
ETH,1993,Low income,,Eastern and Southern Africa,1993,Low income,LIC
ETH,2006,Low income,No,Eastern and Southern Africa,2006,Low income,LIC
ETH,1991,Low income,,Eastern and Southern Africa,1991,Low income,LIC
ETH,1994,Low income,,Eastern and Southern Africa,1994,Low income,LIC
ETH,2018,Low income,No,Eastern and Southern Africa,2018,Low income,LIC
ETH,2022,Low income,Yes,Eastern and Southern Africa,2022,Low income,LIC
ETH,2002,Low income,No,Eastern and Southern Africa,2002,Low income,LIC
ETH,2003,Low income,No,Eastern and Southern Africa,2003,Low income,LIC
ETH,2011,Low income,No,Eastern and Southern Africa,2011,Low income,LIC
ETH,2017,Low income,No,Eastern and Southern Africa,2017,Low income,LIC
ETH,2019,Low income,No,Eastern and Southern Africa,2019,Low income,LIC
ETH,2001,Low income,No,Eastern and Southern Africa,2001,Low income,LIC
ETH,1987,Low income,,Eastern and Southern Africa,1987,Low income,LIC
ETH,2009,Low income,No,Eastern and Southern Africa,2009,Low income,LIC
ETH,2004,Low income,No,Eastern and Southern Africa,2004,Low income,LIC
ETH,1997,Low income,,Eastern and Southern Africa,1997,Low income,LIC
ETH,1988,Low income,,Eastern and Southern Africa,1988,Low income,LIC
ETH,2015,Low income,No,Eastern and Southern Africa,2015,Low income,LIC
ETH,2007,Low income,No,Eastern and Southern Africa,2007,Low income,LIC
ETH,1990,Low income,,Eastern and Southern Africa,1990,Low income,LIC
ETH,2013,Low income,No,Eastern and Southern Africa,2013,Low income,LIC
ETH,2024,Low income,Yes,Eastern and Southern Africa,2024,Low income,LIC
ETH,2021,Low income,Yes,Eastern and Southern Africa,2021,Low income,LIC
ETH,2023,Low income,Yes,Eastern and Southern Africa,2023,Low income,LIC
ETH,2012,Low income,No,Eastern and Southern Africa,2012,Low income,LIC
ETH,1992,Low income,,Eastern and Southern Africa,1992,Low income,LIC
ETH,2008,Low income,No,Eastern and Southern Africa,2008,Low income,LIC
ETH,2016,Low income,No,Eastern and Southern Africa,2016,Low income,LIC
ETH,1995,Low income,,Eastern and Southern Africa,1995,Low income,LIC
FIN,1990,High income,,,1990,High income,HIC
FIN,1994,High income,,,1994,High income,HIC
FIN,2019,High income,No,,2019,High income,HIC
FIN,2023,High income,No,,2023,High income,HIC
FIN,1987,High income,,,1987,High income,HIC
FIN,2017,High income,No,,2017,High income,HIC
FIN,2018,High income,No,,2018,High income,HIC
FIN,1996,High income,,,1996,High income,HIC
FIN,2007,High income,No,,2007,High income,HIC
FIN,2008,High income,No,,2008,High income,HIC
FIN,2001,High income,No,,2001,High income,HIC
FIN,2003,High income,No,,2003,High income,HIC
FIN,2000,High income,No,,2000,High income,HIC
FIN,1999,High income,No,,1999,High income,HIC
FIN,1995,High income,,,1995,High income,HIC
FIN,1998,High income,No,,1998,High income,HIC
FIN,2005,High income,No,,2005,High income,HIC
FIN,2013,High income,No,,2013,High income,HIC
FIN,2002,High income,No,,2002,High income,HIC
FIN,2016,High income,No,,2016,High income,HIC
FIN,2004,High income,No,,2004,High income,HIC
FIN,1991,High income,,,1991,High income,HIC
FIN,2024,High income,No,,2024,High income,HIC
FIN,2015,High income,No,,2015,High income,HIC
FIN,2020,High income,No,,2020,High income,HIC
FIN,1993,High income,,,1993,High income,HIC
FIN,1988,High income,,,1988,High income,HIC
FIN,2012,High income,No,,2012,High income,HIC
FIN,2006,High income,No,,2006,High income,HIC
FIN,2009,High income,No,,2009,High income,HIC
FIN,1997,High income,,,1997,High income,HIC
FIN,2010,High income,No,,2010,High income,HIC
FIN,2021,High income,No,,2021,High income,HIC
FIN,2022,High income,No,,2022,High income,HIC
FIN,1989,High income,,,1989,High income,HIC
FIN,1992,High income,,,1992,High income,HIC
FIN,2014,High income,No,,2014,High income,HIC
FIN,2011,High income,No,,2011,High income,HIC
FJI,2013,Upper middle income,No,,2013,Upper middle income,UMIC
FJI,2022,Upper middle income,No,,2022,Upper middle income,UMIC
FJI,1987,Lower middle income,,,1987,Lower middle income,LMIC
FJI,2018,Upper middle income,No,,2018,Upper middle income,UMIC
FJI,2008,Upper middle income,No,,2008,Upper middle income,UMIC
FJI,2012,Upper middle income,No,,2012,Upper middle income,UMIC
FJI,1999,Lower middle income,No,,1999,Lower middle income,LMIC
FJI,2006,Lower middle income,No,,2006,Lower middle income,LMIC
FJI,2014,Upper middle income,No,,2014,Upper middle income,UMIC
FJI,2019,Upper middle income,No,,2019,Upper middle income,UMIC
FJI,1996,Lower middle income,,,1996,Lower middle income,LMIC
FJI,1995,Lower middle income,,,1995,Lower middle income,LMIC
FJI,1993,Lower middle income,,,1993,Lower middle income,LMIC
FJI,2015,Upper middle income,No,,2015,Upper middle income,UMIC
FJI,1991,Lower middle income,,,1991,Lower middle income,LMIC
FJI,1994,Lower middle income,,,1994,Lower middle income,LMIC
FJI,2005,Lower middle income,No,,2005,Lower middle income,LMIC
FJI,2010,Lower middle income,No,,2010,Lower middle income,LMIC
FJI,2024,Upper middle income,No,,2024,Upper middle income,UMIC
FJI,2023,Upper middle income,No,,2023,Upper middle income,UMIC
FJI,1988,Lower middle income,,,1988,Lower middle income,LMIC
FJI,2003,Lower middle income,No,,2003,Lower middle income,LMIC
FJI,2004,Lower middle income,No,,2004,Lower middle income,LMIC
FJI,2000,Lower middle income,No,,2000,Lower middle income,LMIC
FJI,2001,Lower middle income,No,,2001,Lower middle income,LMIC
FJI,1997,Lower middle income,,,1997,Lower middle income,LMIC
FJI,1992,Lower middle income,,,1992,Lower middle income,LMIC
FJI,2016,Upper middle income,No,,2016,Upper middle income,UMIC
FJI,2011,Lower middle income,No,,2011,Lower middle income,LMIC
FJI,2020,Upper middle income,No,,2020,Upper middle income,UMIC
FJI,2002,Lower middle income,No,,2002,Lower middle income,LMIC
FJI,2017,Upper middle income,No,,2017,Upper middle income,UMIC
FJI,1998,Lower middle income,No,,1998,Lower middle income,LMIC
FJI,2009,Upper middle income,No,,2009,Upper middle income,UMIC
